ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_10;2017-08;Haute Normandie;5854;5811;43;225;96.1;24.8;Ce mois la régularité a été impactée par de nombreux incidents de compagnie ferroviaire hors SNCF,des divagations d'animaux ainsi que des incidents sur les installations.
TER_11;2017-08;Languedoc Roussillon;4820;4729;91;667;85.9;6.1;Malgrè une légère hausse les résultats restent en dessous de l'objectf avec 85,89% . Les causes externes (25,2%) avec notamment des incendies tiennent le haut du tableau.Elles sont suivies de près par les dérangements d'installations (16,8%) avec de nombreux raté d'ouverture PN. Côté causes TER la saisonalité a fait augmenter les prises en charge voyageur sur l'axe litoral, de plus les fortes chaleurs ont mises à mal le matériel.
TER_11;2017-09;Languedoc Roussillon;4430;4351;79;426;90.2;9.2;Un bon mois pour le languedoc roussillon qui atteint son objectif ponctualité.Les causes infrastructures avec notamment beaucoup de dérangement de Passage à Niveau  ont nettement augmentés. Le reste est à la baisse , avec tout de même une attention particulière sur les réutilisation de rame avec crochets courts.
TER_15;2017-10;Nord Pas de Calais;19873;19549;324;2128;89.1;8.2;Le mois d’octobre a connu une baisse de la régularité assez marquée. Les phénomènes saisonniers liés à l’entrée en période automnale ont beaucoup pesé. Dans le même temps, les travaux de renouvellement d’appareils de voie ont nécessité la mise en place de limitations de vitesse dégradant de façon significative la régularité. On déplore également 4 accidents de personnes et à nouveau un nombre toujours aussi élevé de bris de barrières aux passages à niveau.
TER_16;2017-10;Pays de la Loire;13036;12858;178;1154;91.0;10.1;
TER_17;2017-10;Picardie;11085;10951;134;1216;88.9;8.0;Un mois marqué par le retour des feuilles mortes et des intempéries et donc des pertes de temps en ligne.
TER_20;2017-10;Rhône Alpes;28892;28440;452;3408;88.0;7.3;
TER_3;2017-11;Auvergne;4570;4500;70;373;91.7;11.1;
TER_6;2017-11;Bretagne;8902;8807;95;569;93.5;14.5;
TER_9;2017-11;Franche Comté;5503;5393;110;622;88.5;7.7;"Un taux de ponctualité encore en
baisse ce mois-ci avec 88,47% soit -
3,36 % comparé au mois d’octobre. Ce
mois-ci, les retards pour causes
externes augmentent de +7,4% et ceux
pour causes infrastructure ferroviaire
de 3,7%. Les retards pour les autres
causes baissent : les retards pour prise
en compte des voyageurs baissent de -
6,3%, ceux pour causes transporteur
ou matériel roulant baissent de -3,1%
et les retards pour causes gestion en
gare ou réutilisation de matériel
baissent de 1,3%.Les retards pour
causes gestion du trafic restent
stationnaires avec une baisse de -0,3%."
TER_10;2017-11;Haute Normandie;5635;5570;65;416;92.5;12.4;des gros incidents réseau ont perturbé la ponctualité ainsi que des incidents externe (collision avec un animal, inondation du souterrain de Bernay suite intempéries, difficulté d'adhérence), Pour le TER,  des difficultés matériel ont impacté la régularité.
TER_11;2017-11;Languedoc Roussillon;4414;4334;80;707;83.7;5.1;
TER_14;2017-11;Midi Pyrénées;8002;7842;160;1015;87.1;6.7;"1. Intempéries, malveillance (6 591 minutes perdues)
2. Dérangements d'installations (2 602 minutes perdues)
3. Défaillance Engin moteur (1 556 minutes perdues)
4. ADC (1 198 minutes perdues)"
TER_6;2017-12;Bretagne;9266;9167;99;524;94.3;16.5;
TER_7;2017-12;Centre;10463;10240;223;1094;89.3;8.4;Un mauvais mois de Décembre pour l'ensemble des lignes TER Centre. Ce mois reste malheureusement dans la continuité des chiffres de Septembre, Octobre et Novembre. Bien qu'étant multiples, les principales causes de ces résultats sont les dérangements d'installations (aiguillage, passage à niveau, signalisation...) et le passage de la tempête Anna avec sont lot d'arbres et de branches sur la voie et la caténaire. Une adhérence encore très dégradée sur nos lignes nous ont couté quelques points de régularité.
TER_20;2017-12;Rhône Alpes;31150;30607;543;4146;86.5;6.4;La crise matériel engendre de nombreuses difficultés de production : croisements de rame en opérationnel, délocalisation des rames, compositions réduites, réduction de l'offre, surcharge voyageurs. Les causes d'irrégularité pour motifs externe sont toujours à un niveau important. Depuis le lancement du nouveau service, quelques bonnes journées Production nous montrent que la conception est tout de même assez robuste.
TER_1;2018-01;Grand Est;45031;43698;1333;2840;93.5;14.4;"Un mois de janvier marqué par les  causes externes  et notamment intempéries  avec le passage de plusieurs tempêtes  donc Eleanore le 03 janvier et ses conséquences sur notre parc matériel ayant subit de nombreux heurts. 
Un mouvement social impactant certaines lignes de Grand Est (Champagne Ardenne)  ont aussi perturbé la circulation de nos trains."
TER_2;2018-01;Aquitaine;17703;17271;432;1654;90.4;9.4;2ème mois du nouveau service, Janvier 2018 restera comme le meilleur mois de janvier depuis 3 ans en termes de régularité, mais surtout de suppression. Après une 1ère semaine catastrophique (tempête Carmen + bagages abandonnés + multiples incidents réseau + multiples actes de malveillance), la production est revenu aux niveaux de performance attendu. L'action spécifique, inter métiers et quotidienne, de déverminage du nouveau service a permis de redresser rapidement les parts TER. La situation reste toutefois particulièrement compliquée sur 2 lignes dont les grilles horaires ne sont pas robustes depuis le changement de service : Périgueux-Agen et Bordeaux-Sarlat.
TER_6;2018-02;Bretagne;8816;8747;69;346;96.0;24.3;
TER_19;2018-02;Provence Alpes Côte d'Azur;14484;13984;500;1891;86.5;6.4;Après un début de mois difficile, la production s'est redressé avec de bons résultats en semaine 7 et 8, et un retour des difficultés de production à la fin du mois, principalement liées aux intempéries
TER_1;2018-03;Grand Est;44033;43038;995;2393;94.4;17.0;"Un mois de mars marqué par la derniere offensive de l'hiver. A cela s'ajoutant un accident entre une voiture et un train de FRET entrainant le deraillement de ce dernier. 
Des pannes sur nos infrastructures impactent aussi de facon consequente nos resultats ce mois ci."
TER_3;2018-03;Auvergne-Rhône Alpes;33527;32809;718;3741;88.6;7.8;
TER_4;2018-04;Normandie;5057;4971;86;497;90.0;9.0;Un mois marqué par des épisodes de grèves avec une production qui reste difficile entres ces intervalles en raison des difficultés pour retrouver une production normale mais aussi des dérangements d'instalations suite aux journées avec des forts écarts de température entre le jour et la nuit.
TER_19;2018-04;Provence Alpes Côte d'Azur;8990;8657;333;1016;88.3;7.5;Malgré une adaptation quotidienne de notre plan de transport depuis le 02 avril, nous observons une amélioration de nos résultats ponctualité. En revanche, notre offre a été considérablement réduite du fait des mouvements sociaux.
TER_2;2018-05;Aquitaine;9819;9615;204;826;91.4;10.6;"Le mois de mai est le 2ème mois consécutif dans un contexte très fortement perturbé par la grève, avec de surcroit plusieurs lignes (partiellement) fermées du fait de l’état du Réseau.
L'offre réalisée reste cependant très bonne avec une régularité de 91,8% : mieux qu’en mai 2017 et nous donnant en cumul une hausse de 0,7 point par rapport à la même période de 2017. Ces chiffres ne traduisent malheureusement pas le ressenti voyageurs malmenés par une offre fortement réduite depuis 2 mois."
TER_15;2018-06;Hauts de France;20318;19790;528;2548;87.1;6.8;Un mois de Juin marqué, tout comme le mois de Mai, par la grève perlée qui s’est poursuivie au rythme de deux jours de grève tous les 5 jours. Après les violents orages du mois dernier, ce sont les fortes chaleurs qui ont faire leur apparition avec des températures au rail très élevées nécessitant la mise en œuvre de limitations de vitesse. Les actes de malveillance ont à nouveau fortement perturbé le trafic, parmi ceux-ci nous noterons l’accident de personne à Libercourt, l’accident de personne à Thourotte, le heurt d’un véhicule à  Arleux. Le matériel a connu quelques difficultés avec 4 détresses.
TER_16;2018-06;Pays de la Loire;9209;8948;261;825;90.8;9.8;
TER_3;2018-07;Auvergne-Rhône Alpes;29506;28956;550;3882;86.6;6.5;Allègement du Plan de Transport jusqu'à mi-juillet pour problématique grève + Matériel. Premiers départs en vacances d'été pour les grosses gares avec beaucoup de prise en charge et d'affluence voyageurs. Quelques gros incidents (>1000 mn) : le 20 juillet intempéries importantes sur la région (60 suppressions, 90 TER touchés, plus de 3000 minutes perdues) / detresse 17582 le 31 : 1597 min / accident de personne entre LYD et LPR le 6 : 1344 min / branches sur caténaires Sibelin le 16 : 1613 min. Des accidents de personne, dérangement IS ou colis suspects qui ont impactés fortement la production (accident Virieu le 4 : 873 min / dérangement IS LYD le 18 : 687 min / colis suspect LYD le 5 : 667 min)
TER_7;2018-07;Centre;10580;10243;337;1140;88.9;8.0;Si le nombre de trains proposés est revenu à la normale après ces 3 mois de mouvements sociaux, on ne peut pas en dire autant de la ponctualité. Bien qu'à peu près stables, les 15 premiers jours de juillet ont été dégradés par les fortes chaleurs avec leur lot de limitations de vitesses,  d'installations et appareils de voie en dérangement. La seconde partie du mois fut encore moins bonne avec la simultanéïté de l'incendie du transformateur EDF-RTE à Montparnasse et de la foudre tombée sur le poste d'aiguillage de St Cyr.
TER_14;2018-07;Occitanie;10784;10249;535;1577;84.6;5.5;
TER_14;2018-08;Occitanie;12002;11757;245;1432;87.8;7.2;
TER_15;2018-08;Hauts de France;24198;23838;360;2101;91.2;10.3;La régularité du mois d’Août est en progression par rapport à celle du mois précédent mais à nouveau beaucoup de défaillances des installations fixes d’infrastructure et l’application des mesures fortes chaleurs (mise en place de limitations temporaires de vitesse sur certaines sections de lignes). Les accidents de personnes ont été nombreux durant le mois. A noter également plusieurs demandes de secours pour des défaillances matériel.
TER_7;2018-10;Centre;11060;10957;103;1130;89.7;8.7;"Comme nous nous y attendions, la fin des travaux (le 26) entre Blois et La Ville aux Dames nous a permis de souffler un peu en cette fin de mois. La ponctualité en fin de parcours a amorcé une très légère hausse par rapport à septembre. À noter également une belle progression sur le nombre de suppressions qui sont en baisse significative.
Cependant les mauvaises conditions climatiques (vents forts et chutes de neige) ont pointé le bout de leur nez avec pour corollaire le début des patinages et enrayages...novembre s'annonce déjà un mois compliqué."
TER_15;2018-11;Hauts de France;27779;27160;619;3502;87.1;6.8;Un résultat en augmentation comparativement au mois de novembre 2017, pour autant les difficultés d’adhérence au rail provoquées par la chute des feuilles mortes ont dégradées la production. Nous déplorons ce mois-ci 6 accidents de personnes et le heurt d’un vélo qui ont fortement perturbés le trafic sur plusieurs journées. A noter enfin plusieurs avaries sur le matériel roulant et les installations fixes.
TER_2;2018-12;Aquitaine;16529;16251;278;1561;90.4;9.4;"Le mois de décembre, bien que mis en difficulté par l’état du réseau sur plusieurs lignes, signe une performance à l’objectif. Cela permet de clôturer 2018 de bien meilleure façon qu’en 2017 tant en suppression qu’en régularité et de dresser un bilan annuel très satisfaisant : 
- Suppression 2018 : 1,7% versus 2,3% en 2017
- Régularité 2018 : 90,5% versus 89,6%

Dans la lignée de cette fin d’année très robuste, les suppressions perdurent dans leur bonne dynamique : 1,5% contre 2,8% en décembre 2017. C’est le fruit notamment d’une meilleure gestion du risque givre (9 jours ce mois) qui a permis de sauvegarder notre Matériel. Ci-dessous les performances détaillées des 4 familles de causes
 
Avec une régularité à 90,3%, TER signe un mois bien meilleur qu’en décembre 2017 (87,8%). Le fatalisme des hivers difficiles en Nouvelle Aquitaine est maintenant derrière nous"
TER_5;2019-01;Bourgogne-Franche Comté;15703;15565;138;952;93.9;15.3;"Le mois de janvier 2019 est en hausse en terme de ponctualité de +0,91% par rapport à
Décembre 2018 et +2,76% comparé à janvier 2018. Le taux de suppression est également en
amélioration : -0,21% comparé à décembre 2018. Les causes externes, infrastructure et
transporteurs sont en légère hausse. Les causes gestion du trafic, gestion en gare et prise en
charge voyageurs sont toutefois en baisse comparées à Décembre."
TER_6;2019-01;Bretagne;9535;9448;87;349;96.3;26.1;
TER_1;2019-02;Grand Est;40822;40163;659;1835;95.4;20.9;"Une nouvelle amélioration de la régularité TER GRAND EST en ce mois de février 2019. Le principal fait marquant aura été le passage de la tempête  Isaias le 10 février.
 Les limitations de vitesse suite à travaux sur les voies sont également génératrices de retard ce mois ci."
TER_4;2019-02;Normandie;8014;7960;54;329;95.9;23.2;bonne production pour ce mois, avec cependant un arbre tombé sur la voie à Bayeux le 08/02, un incident caténaire à Lisieux le 12/02 et un dérangement de zone à Motteville le 25/02
TER_16;2019-02;Pays de la Loire;11862;11648;214;682;94.1;16.1;
TER_2;2019-03;Aquitaine;17077;16874;203;881;94.8;18.2;"A l’instar de janvier et février, mars 2019 restera dans les annales comme le meilleur mars depuis que les mesures Nouvelle Aquitaine existent (2016). Cette performance est globale, puisqu’elle s’exprime sur chacun de nos 3 indicateurs de performance que sont : suppression, régularité et ponctualité. 
Les suppressions sont ancrées dans une bonne dynamique depuis septembre 2018. Ceci s’explique par les performances notables de TER et de l’Externe. 
L’absence d’incidents majeurs Réseau ou Externe permet à TER de confirmer son potentiel de régularité lié au nouveau service SA2019. Chacune des 4 structures est à l’objectif."
TER_15;2019-03;Hauts de France;29825;28905;920;3071;89.4;8.4;Un mois de mars essentiellement impacté par les vents violents que la région a connu. Le nombre de bris de barrières aux passages à niveau a fortement augmenté comparativement aux mois précédents. Le mois a également été impacté par 7 accidents de personne. A noter également quelques difficultés sur le matériel n’ayant pas permis de toujours assurer la couverture de la totalité du plan de transport.
